Invoice,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,__sheet_name,IsCancellation,Invoice_str,Revenue,InvoiceMonth,InvoiceYear,Category
546129,35610B,thrown away,-541,2011-03-09 15:07:00,0.0,,United Kingdom,Year 2010-2011,True,546129,-0.0,2011-03-01,2011,Disposed / Unsaleable
546130,35610A,thrown away,-1277,2011-03-09 15:08:00,0.0,,United Kingdom,Year 2010-2011,True,546130,-0.0,2011-03-01,2011,Disposed / Unsaleable
546137,20893,damages/display,-197,2011-03-09 16:33:00,0.0,,United Kingdom,Year 2010-2011,True,546137,-0.0,2011-03-01,2011,Other
546140,21527,damages,-30,2011-03-09 16:35:00,0.0,,United Kingdom,Year 2010-2011,True,546140,-0.0,2011-03-01,2011,Damaged Stock
546142,40016,damaged stock,-1100,2011-03-09 16:37:00,0.0,,United Kingdom,Year 2010-2011,True,546142,-0.0,2011-03-01,2011,Other
546147,21320,broken,-63,2011-03-09 16:42:00,0.0,,United Kingdom,Year 2010-2011,True,546147,-0.0,2011-03-01,2011,Other
546409,21833,damages,-110,2011-03-11 16:27:00,0.0,,United Kingdom,Year 2010-2011,True,546409,-0.0,2011-03-01,2011,Damaged Stock
547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,,United Kingdom,Year 2010-2011,True,547363,-0.0,2011-03-01,2011,Other
547559,72759,thrown away-can't sell.,-524,2011-03-23 17:27:00,0.0,,United Kingdom,Year 2010-2011,True,547559,-0.0,2011-03-01,2011,Other
547560,72732,thrown away-can't sell,-2472,2011-03-23 17:28:00,0.0,,United Kingdom,Year 2010-2011,True,547560,-0.0,2011-03-01,2011,Other
547950,35241,damages?,-40,2011-03-28 15:11:00,0.0,,United Kingdom,Year 2010-2011,True,547950,-0.0,2011-03-01,2011,Other
548620,84313B,damaged,-32,2011-04-01 11:53:00,0.0,,United Kingdom,Year 2010-2011,True,548620,-0.0,2011-04-01,2011,Damaged Stock
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom,Year 2010-2011,True,548999,-0.0,2011-04-01,2011,Damaged Stock
549427,22797,damages,-12,2011-04-08 11:56:00,0.0,,United Kingdom,Year 2010-2011,True,549427,-0.0,2011-04-01,2011,Damaged Stock
549531,21622,possible damages or lost?,-750,2011-04-08 17:05:00,0.0,,United Kingdom,Year 2010-2011,True,549531,-0.0,2011-04-01,2011,Other
549846,21100,damaged,-6,2011-04-12 14:30:00,0.0,,United Kingdom,Year 2010-2011,True,549846,-0.0,2011-04-01,2011,Damaged Stock
549935,35915C,damaged,-43,2011-04-13 11:16:00,0.0,,United Kingdom,Year 2010-2011,True,549935,-0.0,2011-04-01,2011,Damaged Stock
549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,,United Kingdom,Year 2010-2011,True,549948,-0.0,2011-04-01,2011,Damaged Stock
549950,37487B,damaged,-6,2011-04-13 12:57:00,0.0,,United Kingdom,Year 2010-2011,True,549950,-0.0,2011-04-01,2011,Damaged Stock
549952,37482P,damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom,Year 2010-2011,True,549952,-0.0,2011-04-01,2011,Damaged Stock
550153,85167B,damaged,-1,2011-04-14 14:44:00,0.0,,United Kingdom,Year 2010-2011,True,550153,-0.0,2011-04-01,2011,Damaged Stock
550908,20827,damages,-68,2011-04-21 12:39:00,0.0,,United Kingdom,Year 2010-2011,True,550908,-0.0,2011-04-01,2011,Damaged Stock
550922,22784,damages,-25,2011-04-21 14:29:00,0.0,,United Kingdom,Year 2010-2011,True,550922,-0.0,2011-04-01,2011,Damaged Stock
550954,47013A,damaged,-2,2011-04-21 16:18:00,0.0,,United Kingdom,Year 2010-2011,True,550954,-0.0,2011-04-01,2011,Damaged Stock
551302,48189,damaged,-18,2011-04-27 14:55:00,0.0,,United Kingdom,Year 2010-2011,True,551302,-0.0,2011-04-01,2011,Damaged Stock
551323,21398,damages,-9,2011-04-27 15:31:00,0.0,,United Kingdom,Year 2010-2011,True,551323,-0.0,2011-04-01,2011,Damaged Stock
551327,84228,crushed,-4,2011-04-27 16:01:00,0.0,,United Kingdom,Year 2010-2011,True,551327,-0.0,2011-04-01,2011,Other
551705,22655,damages/showroom etc,-11,2011-05-03 14:35:00,0.0,,United Kingdom,Year 2010-2011,True,551705,-0.0,2011-05-01,2011,Other
551735,21656,samples,-19,2011-05-04 10:25:00,0.0,,United Kingdom,Year 2010-2011,True,551735,-0.0,2011-05-01,2011,Samples / Write-offs
551837,79164,damages/credits from asos.,-1512,2011-05-04 13:23:00,0.0,,United Kingdom,Year 2010-2011,True,551837,-0.0,2011-05-01,2011,Other
552331,22667,damaged,-30,2011-05-09 10:24:00,0.0,,United Kingdom,Year 2010-2011,True,552331,-0.0,2011-05-01,2011,Damaged Stock
552733,23059,thrown away-rusty,-2376,2011-05-11 10:48:00,0.0,,United Kingdom,Year 2010-2011,True,552733,-0.0,2011-05-01,2011,Other
553147,84879,damaged,-160,2011-05-13 13:58:00,0.0,,United Kingdom,Year 2010-2011,True,553147,-0.0,2011-05-01,2011,Damaged Stock
553395,15058C,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom,Year 2010-2011,True,553395,-0.0,2011-05-01,2011,Other
553394,15058A,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom,Year 2010-2011,True,553394,-0.0,2011-05-01,2011,Other
553396,22423,damages,-21,2011-05-16 16:48:00,0.0,,United Kingdom,Year 2010-2011,True,553396,-0.0,2011-05-01,2011,Damaged Stock
553398,37370,damages/dotcom?,-590,2011-05-16 17:07:00,0.0,,United Kingdom,Year 2010-2011,True,553398,-0.0,2011-05-01,2011,Other
553400,20803,damages,-40,2011-05-16 17:09:00,0.0,,United Kingdom,Year 2010-2011,True,553400,-0.0,2011-05-01,2011,Damaged Stock
C553866,62043B,blue check bag w handle 34x20cm,-1,2011-05-19 14:14:00,0.83,14620.0,United Kingdom,Year 2010-2011,True,C553866,-0.83,2011-05-01,2011,Other
554128,84563A,damaged,-4,2011-05-23 09:26:00,0.0,,United Kingdom,Year 2010-2011,True,554128,-0.0,2011-05-01,2011,Damaged Stock
554143,79030G,damages,-413,2011-05-23 10:40:00,0.0,,United Kingdom,Year 2010-2011,True,554143,-0.0,2011-05-01,2011,Damaged Stock
554144,79030D,damages,-664,2011-05-23 10:42:00,0.0,,United Kingdom,Year 2010-2011,True,554144,-0.0,2011-05-01,2011,Damaged Stock
554287,22700,smashed,-48,2011-05-23 14:17:00,0.0,,United Kingdom,Year 2010-2011,True,554287,-0.0,2011-05-01,2011,Other
554432,85132A,damaged,-97,2011-05-24 12:16:00,0.0,,United Kingdom,Year 2010-2011,True,554432,-0.0,2011-05-01,2011,Damaged Stock
554551,47566B,reverse previous adjustment,-1300,2011-05-25 09:58:00,0.0,,United Kingdom,Year 2010-2011,True,554551,-0.0,2011-05-01,2011,Other
555332,84801A,wet damaged,-48,2011-06-02 11:11:00,0.0,,United Kingdom,Year 2010-2011,True,555332,-0.0,2011-06-01,2011,Other
555331,84800L,wet damaged,-144,2011-06-02 11:11:00,0.0,,United Kingdom,Year 2010-2011,True,555331,-0.0,2011-06-01,2011,Other
555330,84804A,wet damaged,-125,2011-06-02 11:11:00,0.0,,United Kingdom,Year 2010-2011,True,555330,-0.0,2011-06-01,2011,Other
555333,84805B,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom,Year 2010-2011,True,555333,-0.0,2011-06-01,2011,Other
555334,84805A,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom,Year 2010-2011,True,555334,-0.0,2011-06-01,2011,Other
555503,84313C,damaged,-1,2011-06-03 15:39:00,0.0,,United Kingdom,Year 2010-2011,True,555503,-0.0,2011-06-01,2011,Damaged Stock
555505,79030G,water damaged,-16,2011-06-03 15:48:00,0.0,,United Kingdom,Year 2010-2011,True,555505,-0.0,2011-06-01,2011,Other
555506,21397,damaged,-57,2011-06-03 16:03:00,0.0,,United Kingdom,Year 2010-2011,True,555506,-0.0,2011-06-01,2011,Damaged Stock
556122,85019C,damaged,-108,2011-06-09 10:12:00,0.0,,United Kingdom,Year 2010-2011,True,556122,-0.0,2011-06-01,2011,Damaged Stock
556123,22272,damaged,-15,2011-06-09 10:13:00,0.0,,United Kingdom,Year 2010-2011,True,556123,-0.0,2011-06-01,2011,Damaged Stock
556301,22968,water damage,-50,2011-06-10 10:18:00,0.0,,United Kingdom,Year 2010-2011,True,556301,-0.0,2011-06-01,2011,Other
556687,23003,printing smudges/thrown away,-9058,2011-06-14 10:36:00,0.0,,United Kingdom,Year 2010-2011,True,556687,-0.0,2011-06-01,2011,Printing Issues
556690,23005,printing smudges/thrown away,-9600,2011-06-14 10:37:00,0.0,,United Kingdom,Year 2010-2011,True,556690,-0.0,2011-06-01,2011,Printing Issues
556691,23005,printing smudges/thrown away,-9600,2011-06-14 10:37:00,0.0,,United Kingdom,Year 2010-2011,True,556691,-0.0,2011-06-01,2011,Printing Issues
556963,35965,found some more on shelf,-9,2011-06-16 09:40:00,0.0,,United Kingdom,Year 2010-2011,True,556963,-0.0,2011-06-01,2011,Other
557108,23113,damaged,-1440,2011-06-16 15:58:00,0.0,,United Kingdom,Year 2010-2011,True,557108,-0.0,2011-06-01,2011,Damaged Stock
557390,21360,show samples,-4,2011-06-20 11:12:00,0.0,,United Kingdom,Year 2010-2011,True,557390,-0.0,2011-06-01,2011,Other
557417,84809B,damaged,-324,2011-06-20 11:51:00,0.0,,United Kingdom,Year 2010-2011,True,557417,-0.0,2011-06-01,2011,Damaged Stock
557596,23114,damaged,-1440,2011-06-21 11:33:00,0.0,,United Kingdom,Year 2010-2011,True,557596,-0.0,2011-06-01,2011,Damaged Stock
557597,23115,damaged,-1440,2011-06-21 11:33:00,0.0,,United Kingdom,Year 2010-2011,True,557597,-0.0,2011-06-01,2011,Damaged Stock
557599,23116,damaged,-1440,2011-06-21 11:34:00,0.0,,United Kingdom,Year 2010-2011,True,557599,-0.0,2011-06-01,2011,Damaged Stock
557600,23117,damaged,-1440,2011-06-21 11:35:00,0.0,,United Kingdom,Year 2010-2011,True,557600,-0.0,2011-06-01,2011,Damaged Stock
557784,21421,damaged,-5,2011-06-22 15:49:00,0.0,,United Kingdom,Year 2010-2011,True,557784,-0.0,2011-06-01,2011,Damaged Stock
558268,21351,damaged,-220,2011-06-28 10:17:00,0.0,,United Kingdom,Year 2010-2011,True,558268,-0.0,2011-06-01,2011,Damaged Stock
558379,22618,"mouldy, unsaleable.",-1681,2011-06-28 16:34:00,0.0,,United Kingdom,Year 2010-2011,True,558379,-0.0,2011-06-01,2011,Other
558476,84597B,damages,-6,2011-06-29 16:04:00,0.0,,United Kingdom,Year 2010-2011,True,558476,-0.0,2011-06-01,2011,Damaged Stock
558723,84865,damaged,-7,2011-07-01 14:28:00,0.0,,United Kingdom,Year 2010-2011,True,558723,-0.0,2011-07-01,2011,Damaged Stock
558730,22060,damaged,-1,2011-07-01 14:51:00,0.0,,United Kingdom,Year 2010-2011,True,558730,-0.0,2011-07-01,2011,Damaged Stock
559378,21781,damages?,-39,2011-07-08 10:40:00,0.0,,United Kingdom,Year 2010-2011,True,559378,-0.0,2011-07-01,2011,Other
560717,84576,damaged,-3,2011-07-20 13:28:00,0.0,,United Kingdom,Year 2010-2011,True,560717,-0.0,2011-07-01,2011,Damaged Stock
561326,21294,damaged,-227,2011-07-26 13:50:00,0.0,,United Kingdom,Year 2010-2011,True,561326,-0.0,2011-07-01,2011,Damaged Stock
561920,84352,damages/samples,-52,2011-08-01 12:10:00,0.0,,United Kingdom,Year 2010-2011,True,561920,-0.0,2011-08-01,2011,Other
562352,21735,damages,-59,2011-08-04 13:12:00,0.0,,United Kingdom,Year 2010-2011,True,562352,-0.0,2011-08-01,2011,Damaged Stock
564914,85132C,damages,-109,2011-08-31 12:40:00,0.0,,United Kingdom,Year 2010-2011,True,564914,-0.0,2011-08-01,2011,Damaged Stock
565370,82494L,crushed ctn,-33,2011-09-02 15:04:00,0.0,,United Kingdom,Year 2010-2011,True,565370,-0.0,2011-09-01,2011,Other
565371,82483,crushed,-13,2011-09-02 15:04:00,0.0,,United Kingdom,Year 2010-2011,True,565371,-0.0,2011-09-01,2011,Other
565935,23064,crushed,-8,2011-09-08 10:46:00,0.0,,United Kingdom,Year 2010-2011,True,565935,-0.0,2011-09-01,2011,Other
566122,23084,temp adjustment,-484,2011-09-09 10:57:00,0.0,,United Kingdom,Year 2010-2011,True,566122,-0.0,2011-09-01,2011,Other
567113,85215,damaged,-29,2011-09-16 13:39:00,0.0,,United Kingdom,Year 2010-2011,True,567113,-0.0,2011-09-01,2011,Damaged Stock
567125,21246,damaged,-2,2011-09-16 13:49:00,0.0,,United Kingdom,Year 2010-2011,True,567125,-0.0,2011-09-01,2011,Damaged Stock
567127,85230E,damaged,-48,2011-09-16 14:01:00,0.0,,United Kingdom,Year 2010-2011,True,567127,-0.0,2011-09-01,2011,Damaged Stock
567132,21830,oops ! adjustment,-384,2011-09-16 14:14:00,0.0,,United Kingdom,Year 2010-2011,True,567132,-0.0,2011-09-01,2011,Other
567143,21179,damaged,-14,2011-09-16 15:02:00,0.0,,United Kingdom,Year 2010-2011,True,567143,-0.0,2011-09-01,2011,Damaged Stock
567149,35607B,thrown away,-9,2011-09-16 15:29:00,0.0,,United Kingdom,Year 2010-2011,True,567149,-0.0,2011-09-01,2011,Disposed / Unsaleable
567150,35817P,thrown away,-44,2011-09-16 15:29:00,0.0,,United Kingdom,Year 2010-2011,True,567150,-0.0,2011-09-01,2011,Disposed / Unsaleable
567918,79163,damaged,-1,2011-09-22 17:20:00,0.0,,United Kingdom,Year 2010-2011,True,567918,-0.0,2011-09-01,2011,Damaged Stock
567921,21089,damaged,-7,2011-09-22 17:24:00,0.0,,United Kingdom,Year 2010-2011,True,567921,-0.0,2011-09-01,2011,Damaged Stock
567923,37343,damaged,-2,2011-09-22 17:24:00,0.0,,United Kingdom,Year 2010-2011,True,567923,-0.0,2011-09-01,2011,Damaged Stock
567925,84876D,damaged,-2,2011-09-22 17:26:00,0.0,,United Kingdom,Year 2010-2011,True,567925,-0.0,2011-09-01,2011,Damaged Stock
567927,21654,damaged,-3,2011-09-22 17:28:00,0.0,,United Kingdom,Year 2010-2011,True,567927,-0.0,2011-09-01,2011,Damaged Stock
567931,84563B,damaged,-11,2011-09-22 17:38:00,0.0,,United Kingdom,Year 2010-2011,True,567931,-0.0,2011-09-01,2011,Damaged Stock
568401,21394,damages,-35,2011-09-27 10:30:00,0.0,,United Kingdom,Year 2010-2011,True,568401,-0.0,2011-09-01,2011,Damaged Stock
568442,37327,damages,-131,2011-09-27 11:31:00,0.0,,United Kingdom,Year 2010-2011,True,568442,-0.0,2011-09-01,2011,Damaged Stock
568724,84816,damages,-21,2011-09-28 16:27:00,0.0,,United Kingdom,Year 2010-2011,True,568724,-0.0,2011-09-01,2011,Damaged Stock
569098,21098,damages?,-231,2011-09-30 12:09:00,0.0,,United Kingdom,Year 2010-2011,True,569098,-0.0,2011-09-01,2011,Other
569131,22927,damaged,-5,2011-09-30 13:49:00,0.0,,United Kingdom,Year 2010-2011,True,569131,-0.0,2011-09-01,2011,Damaged Stock
569256,20774,damaged,-14,2011-10-03 11:15:00,0.0,,United Kingdom,Year 2010-2011,True,569256,-0.0,2011-10-01,2011,Damaged Stock
569335,84660A,damaged,-15,2011-10-03 13:57:00,0.0,,United Kingdom,Year 2010-2011,True,569335,-0.0,2011-10-01,2011,Damaged Stock
569874,90180A,stock check,-32,2011-10-06 15:06:00,0.0,,United Kingdom,Year 2010-2011,True,569874,-0.0,2011-10-01,2011,Other
569875,90195A,check,-45,2011-10-06 15:07:00,0.0,,United Kingdom,Year 2010-2011,True,569875,-0.0,2011-10-01,2011,Uncategorised — needs review
569876,90210D,check,-28,2011-10-06 15:08:00,0.0,,United Kingdom,Year 2010-2011,True,569876,-0.0,2011-10-01,2011,Uncategorised — needs review
569878,90057,crushed boxes,-380,2011-10-06 15:12:00,0.0,,United Kingdom,Year 2010-2011,True,569878,-0.0,2011-10-01,2011,Other
569879,90012B,check,-5,2011-10-06 15:13:00,0.0,,United Kingdom,Year 2010-2011,True,569879,-0.0,2011-10-01,2011,Uncategorised — needs review
569880,90012A,stock check,-18,2011-10-06 15:14:00,0.0,,United Kingdom,Year 2010-2011,True,569880,-0.0,2011-10-01,2011,Other
569883,90014A,check,-12,2011-10-06 15:16:00,0.0,,United Kingdom,Year 2010-2011,True,569883,-0.0,2011-10-01,2011,Uncategorised — needs review
570185,21090,wet/mouldy,-192,2011-10-07 14:56:00,0.0,,United Kingdom,Year 2010-2011,True,570185,-0.0,2011-10-01,2011,Other
570294,84249A,damaged,-25,2011-10-10 12:00:00,0.0,,United Kingdom,Year 2010-2011,True,570294,-0.0,2011-10-01,2011,Damaged Stock
570403,47574A,check,-61,2011-10-10 12:45:00,0.0,,United Kingdom,Year 2010-2011,True,570403,-0.0,2011-10-01,2011,Uncategorised — needs review
570440,21424,damages,-40,2011-10-10 14:31:00,0.0,,United Kingdom,Year 2010-2011,True,570440,-0.0,2011-10-01,2011,Damaged Stock
570595,21823,check,-94,2011-10-11 11:47:00,0.0,,United Kingdom,Year 2010-2011,True,570595,-0.0,2011-10-01,2011,Uncategorised — needs review
570596,21803,check,-38,2011-10-11 11:48:00,0.0,,United Kingdom,Year 2010-2011,True,570596,-0.0,2011-10-01,2011,Uncategorised — needs review
570691,85231G,check,-110,2011-10-11 16:44:00,0.0,,United Kingdom,Year 2010-2011,True,570691,-0.0,2011-10-01,2011,Uncategorised — needs review
570711,21622,damages,-45,2011-10-12 10:14:00,0.0,,United Kingdom,Year 2010-2011,True,570711,-0.0,2011-10-01,2011,Damaged Stock
570873,23322,mouldy,-40,2011-10-12 16:41:00,0.0,,United Kingdom,Year 2010-2011,True,570873,-0.0,2011-10-01,2011,Other
570874,23020,smashed,-4,2011-10-12 16:42:00,0.0,,United Kingdom,Year 2010-2011,True,570874,-0.0,2011-10-01,2011,Other
571112,22637,damages,-65,2011-10-13 17:36:00,0.0,,United Kingdom,Year 2010-2011,True,571112,-0.0,2011-10-01,2011,Damaged Stock
571124,72802A,wet pallet-thrown away,-306,2011-10-14 09:36:00,0.0,,United Kingdom,Year 2010-2011,True,571124,-0.0,2011-10-01,2011,Other
571130,72802C,check,-37,2011-10-14 10:05:00,0.0,,United Kingdom,Year 2010-2011,True,571130,-0.0,2011-10-01,2011,Uncategorised — needs review
571131,72802B,check,-51,2011-10-14 10:13:00,0.0,,United Kingdom,Year 2010-2011,True,571131,-0.0,2011-10-01,2011,Uncategorised — needs review
571254,23427,damaged,-2,2011-10-14 17:07:00,0.0,,United Kingdom,Year 2010-2011,True,571254,-0.0,2011-10-01,2011,Damaged Stock
571458,21761,damaged,-2,2011-10-17 14:02:00,0.0,,United Kingdom,Year 2010-2011,True,571458,-0.0,2011-10-01,2011,Damaged Stock
571459,20839,damages,-80,2011-10-17 14:03:00,0.0,,United Kingdom,Year 2010-2011,True,571459,-0.0,2011-10-01,2011,Damaged Stock
571686,22149,damages,-40,2011-10-18 14:22:00,0.0,,United Kingdom,Year 2010-2011,True,571686,-0.0,2011-10-01,2011,Damaged Stock
571687,22149,check,-46,2011-10-18 14:23:00,0.0,,United Kingdom,Year 2010-2011,True,571687,-0.0,2011-10-01,2011,Uncategorised — needs review
571915,21627,check,-32,2011-10-19 15:34:00,0.0,,United Kingdom,Year 2010-2011,True,571915,-0.0,2011-10-01,2011,Uncategorised — needs review
572468,72803A,damages,-160,2011-10-24 13:30:00,0.0,,United Kingdom,Year 2010-2011,True,572468,-0.0,2011-10-01,2011,Damaged Stock
572477,20665,adjustment,-15,2011-10-24 13:39:00,0.0,,United Kingdom,Year 2010-2011,True,572477,-0.0,2011-10-01,2011,Other
572480,22049,damaged,-100,2011-10-24 13:44:00,0.0,,United Kingdom,Year 2010-2011,True,572480,-0.0,2011-10-01,2011,Damaged Stock
572516,22336,damaged,-71,2011-10-24 14:45:00,0.0,,United Kingdom,Year 2010-2011,True,572516,-0.0,2011-10-01,2011,Damaged Stock
572527,20984,damaged,-46,2011-10-24 15:35:00,0.0,,United Kingdom,Year 2010-2011,True,572527,-0.0,2011-10-01,2011,Damaged Stock
572557,22427,damages,-29,2011-10-24 17:44:00,0.0,,United Kingdom,Year 2010-2011,True,572557,-0.0,2011-10-01,2011,Damaged Stock
572615,23595,re-adjustment,-5,2011-10-25 11:39:00,0.0,,United Kingdom,Year 2010-2011,True,572615,-0.0,2011-10-01,2011,Other
572684,23029,damages,-20,2011-10-25 14:00:00,0.0,,United Kingdom,Year 2010-2011,True,572684,-0.0,2011-10-01,2011,Damaged Stock
572685,23032,damages,-60,2011-10-25 14:01:00,0.0,,United Kingdom,Year 2010-2011,True,572685,-0.0,2011-10-01,2011,Damaged Stock
572687,20840,damages,-30,2011-10-25 14:05:00,0.0,,United Kingdom,Year 2010-2011,True,572687,-0.0,2011-10-01,2011,Damaged Stock
572689,84969,check,-50,2011-10-25 14:13:00,0.0,,United Kingdom,Year 2010-2011,True,572689,-0.0,2011-10-01,2011,Uncategorised — needs review
572690,21539,damages?,-111,2011-10-25 14:14:00,0.0,,United Kingdom,Year 2010-2011,True,572690,-0.0,2011-10-01,2011,Other
572691,22426,check,-15,2011-10-25 14:15:00,0.0,,United Kingdom,Year 2010-2011,True,572691,-0.0,2011-10-01,2011,Uncategorised — needs review
572692,21071,check,-82,2011-10-25 14:16:00,0.0,,United Kingdom,Year 2010-2011,True,572692,-0.0,2011-10-01,2011,Uncategorised — needs review
572693,35810A,check,-78,2011-10-25 14:20:00,0.0,,United Kingdom,Year 2010-2011,True,572693,-0.0,2011-10-01,2011,Uncategorised — needs review
572748,21824,check,-103,2011-10-25 16:50:00,0.0,,United Kingdom,Year 2010-2011,True,572748,-0.0,2011-10-01,2011,Uncategorised — needs review
572919,72802C,check,-17,2011-10-26 16:49:00,0.0,,United Kingdom,Year 2010-2011,True,572919,-0.0,2011-10-01,2011,Uncategorised — needs review
572996,23462,damages,-34,2011-10-27 11:22:00,0.0,,United Kingdom,Year 2010-2011,True,572996,-0.0,2011-10-01,2011,Damaged Stock
573118,85032D,damaged,-1,2011-10-27 16:19:00,0.0,,United Kingdom,Year 2010-2011,True,573118,-0.0,2011-10-01,2011,Damaged Stock
C573219,21407,brown check cat doorstop,-1,2011-10-28 11:49:00,4.25,14415.0,United Kingdom,Year 2010-2011,True,C573219,-4.25,2011-10-01,2011,Other
573254,85135C,damages,-49,2011-10-28 12:18:00,0.0,,United Kingdom,Year 2010-2011,True,573254,-0.0,2011-10-01,2011,Damaged Stock
573258,85136C,damages,-36,2011-10-28 12:19:00,0.0,,United Kingdom,Year 2010-2011,True,573258,-0.0,2011-10-01,2011,Damaged Stock
573259,85136A,damages,-77,2011-10-28 12:20:00,0.0,,United Kingdom,Year 2010-2011,True,573259,-0.0,2011-10-01,2011,Damaged Stock
573463,17012B,check,-70,2011-10-31 10:56:00,0.0,,United Kingdom,Year 2010-2011,True,573463,-0.0,2011-10-01,2011,Uncategorised — needs review
573482,21181,check,-54,2011-10-31 11:20:00,0.0,,United Kingdom,Year 2010-2011,True,573482,-0.0,2011-10-01,2011,Uncategorised — needs review
573487,23400,check,-19,2011-10-31 11:46:00,0.0,,United Kingdom,Year 2010-2011,True,573487,-0.0,2011-10-01,2011,Uncategorised — needs review
573489,85035B,check,-36,2011-10-31 11:48:00,0.0,,United Kingdom,Year 2010-2011,True,573489,-0.0,2011-10-01,2011,Uncategorised — needs review
573490,85035A,check,-59,2011-10-31 11:55:00,0.0,,United Kingdom,Year 2010-2011,True,573490,-0.0,2011-10-01,2011,Uncategorised — needs review
573491,21618,check,-54,2011-10-31 11:56:00,0.0,,United Kingdom,Year 2010-2011,True,573491,-0.0,2011-10-01,2011,Uncategorised — needs review
573493,21619,check,-94,2011-10-31 11:57:00,0.0,,United Kingdom,Year 2010-2011,True,573493,-0.0,2011-10-01,2011,Uncategorised — needs review
573494,47503H,check,-24,2011-10-31 11:57:00,0.0,,United Kingdom,Year 2010-2011,True,573494,-0.0,2011-10-01,2011,Uncategorised — needs review
573497,21642,check,-138,2011-10-31 12:00:00,0.0,,United Kingdom,Year 2010-2011,True,573497,-0.0,2011-10-01,2011,Uncategorised — needs review
573498,21636,check,-22,2011-10-31 12:00:00,0.0,,United Kingdom,Year 2010-2011,True,573498,-0.0,2011-10-01,2011,Uncategorised — needs review
573499,21192,check,-164,2011-10-31 12:01:00,0.0,,United Kingdom,Year 2010-2011,True,573499,-0.0,2011-10-01,2011,Uncategorised — needs review
573503,22595,check,-80,2011-10-31 12:03:00,0.0,,United Kingdom,Year 2010-2011,True,573503,-0.0,2011-10-01,2011,Uncategorised — needs review
573505,85208,check,-22,2011-10-31 12:09:00,0.0,,United Kingdom,Year 2010-2011,True,573505,-0.0,2011-10-01,2011,Uncategorised — needs review
573547,84818,damages,-70,2011-10-31 13:21:00,0.0,,United Kingdom,Year 2010-2011,True,573547,-0.0,2011-10-01,2011,Damaged Stock
573670,22176,check,-28,2011-10-31 17:02:00,0.0,,United Kingdom,Year 2010-2011,True,573670,-0.0,2011-10-01,2011,Uncategorised — needs review
573672,22522,check,-126,2011-10-31 17:04:00,0.0,,United Kingdom,Year 2010-2011,True,573672,-0.0,2011-10-01,2011,Uncategorised — needs review
573726,72817,check,-67,2011-10-31 17:18:00,0.0,,United Kingdom,Year 2010-2011,True,573726,-0.0,2011-10-01,2011,Uncategorised — needs review
573734,72818,check,-26,2011-10-31 17:19:00,0.0,,United Kingdom,Year 2010-2011,True,573734,-0.0,2011-10-01,2011,Uncategorised — needs review
573815,20902,check,-3,2011-11-01 11:31:00,0.0,,United Kingdom,Year 2010-2011,True,573815,-0.0,2011-11-01,2011,Uncategorised — needs review
573816,20898,check,-10,2011-11-01 11:32:00,0.0,,United Kingdom,Year 2010-2011,True,573816,-0.0,2011-11-01,2011,Uncategorised — needs review
573919,21352,check,-23,2011-11-01 17:39:00,0.0,,United Kingdom,Year 2010-2011,True,573919,-0.0,2011-11-01,2011,Uncategorised — needs review
574094,22147,check,-80,2011-11-03 09:46:00,0.0,,United Kingdom,Year 2010-2011,True,574094,-0.0,2011-11-01,2011,Uncategorised — needs review
574123,22652,check,-111,2011-11-03 10:55:00,0.0,,United Kingdom,Year 2010-2011,True,574123,-0.0,2011-11-01,2011,Uncategorised — needs review
574171,21818,check,-130,2011-11-03 11:45:00,0.0,,United Kingdom,Year 2010-2011,True,574171,-0.0,2011-11-01,2011,Uncategorised — needs review
574173,35923,check,-42,2011-11-03 11:46:00,0.0,,United Kingdom,Year 2010-2011,True,574173,-0.0,2011-11-01,2011,Uncategorised — needs review
574176,85054,check,-39,2011-11-03 11:48:00,0.0,,United Kingdom,Year 2010-2011,True,574176,-0.0,2011-11-01,2011,Uncategorised — needs review
574198,21159,damaged,-40,2011-11-03 12:00:00,0.0,,United Kingdom,Year 2010-2011,True,574198,-0.0,2011-11-01,2011,Damaged Stock
574577,21519,check,-80,2011-11-04 17:09:00,0.0,,United Kingdom,Year 2010-2011,True,574577,-0.0,2011-11-01,2011,Uncategorised — needs review
574578,40001,check,-240,2011-11-04 17:09:00,0.0,,United Kingdom,Year 2010-2011,True,574578,-0.0,2011-11-01,2011,Uncategorised — needs review
574579,72802B,check,-203,2011-11-04 17:14:00,0.0,,United Kingdom,Year 2010-2011,True,574579,-0.0,2011-11-01,2011,Uncategorised — needs review
574580,20751,check,-35,2011-11-04 17:44:00,0.0,,United Kingdom,Year 2010-2011,True,574580,-0.0,2011-11-01,2011,Uncategorised — needs review
574581,23187,check,-62,2011-11-04 17:45:00,0.0,,United Kingdom,Year 2010-2011,True,574581,-0.0,2011-11-01,2011,Uncategorised — needs review
